title,description,skill,link,img url 
Senior .Net Developer,NTT Data Business Solutions Türkiye,"javascript, html5, programming, engineering, scrum, git, mvc, sap, design, reviews, oracle, typescript",https://www.kariyer.net//is-ilani/ntt-data-business-solutions-turkiye-senior-net-developer-3477004,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4753_237391.jpg
Yazýlým Mühendisi,Emko Elektronik San. Tic. A.Þ.,"linux, iso9001",https://www.kariyer.net//is-ilani/emko-elektronik-san-tic-a-s-yazilim-muhendisi-3465371,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/emko_logo.gif
Software Engineer,Arpaþ,"asp, javascript, html5, engineering, ajax, erp, xml, research, web services, sql",https://www.kariyer.net//is-ilani/arpas-software-engineer-3364919,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1961_254033.jpg
Yazýlým Mühendisi,Merinos Halý San ve Tic A.Þ,"javascript, android, design, html, xml, json, css",https://www.kariyer.net//is-ilani/merinos-hali-san-ve-tic-a-s-yazilim-muhendisi-3488532,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/3866_185486.jpg
Mainframe Yazýlým Danýþmaný,Tibula Bilgi Yönetimi Hizmetleri Danýþmanlýk A.Þ.,"scrum, cobol",https://www.kariyer.net//is-ilani/tibula-bilgi-yonetimi-hizmetleri-danismanlik-a-s-mainframe-yazilim-danismani-3471604,
Software Engineer – Wifi Platform Development,Airties,"programming, unix, engineering, git, wireless, c programming, linux, debugging",https://www.kariyer.net//is-ilani/airties-software-engineer-wifi-platform-development-3350521,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5620_197120.jpg
Software Engineer – Software Licensing Team,Airties,"programming, engineering, git, wireless, c programming, design, linux, debugging",https://www.kariyer.net//is-ilani/airties-software-engineer-software-licensing-team-3265843,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5620_197120.jpg
Yazýlým Mühendisi,Döktaþ Dökümcülük Tic. ve San A.Þ,"javascript, bootstrap, mvc, erp, sap, restful, sql",https://www.kariyer.net//is-ilani/doktas-dokumculuk-tic-ve-san-a-s-yazilim-muhendisi-3475169,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/3621_178090.jpg
.Net Developer,Infonal Bilgi Teknolojileri A.Þ.,"programming, microsoft, design, sql, ecommerce, software architecture",https://www.kariyer.net//is-ilani/infonal-bilgi-teknolojileri-a-s--net-developer-1905328,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/51798.gif
Data Mühendisi,Penti,"sap, azure",https://www.kariyer.net//is-ilani/penti-data-muhendisi-3472724,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4gc1xbpw.2xn.png
Software Engineer,Inventiv,"programming, engineering, coding, mvc, agile development, design, blog, elearning, restful",https://www.kariyer.net//is-ilani/inventiv-software-engineer-3446196,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/15425_195104.jpg
Yazýlým Mühendisi,Gizli Firma,"oracle, linux, erp, postgresql",https://www.kariyer.net//is-ilani/gizli-firma-yazilim-muhendisi-3456805,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/15425_195104.jpg
Yazýlým Mühendisi,BÝLGE BÝLGÝSAYAR YAZILIM DONANIM SAN. TÝC. LTD. Þ,"mvc, design, web services",https://www.kariyer.net//is-ilani/bilge-bilgisayar-yazilim-donanim-san-tic-ltd-s-yazilim-muhendisi-3440680,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/41754_175980.jpg
Yazýlým Mühendisi,Gizli Firma,"unix, microsoft, java, erp, audit, linux, sql",https://www.kariyer.net//is-ilani/gizli-firma-yazilim-muhendisi-3489428,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/41754_175980.jpg
.Net Developer,Vestel A.Þ.,"programming, html5, engineering, troubleshooting, management, scrum, git, mvc, technical support, software development, visual basic, design, sql",https://www.kariyer.net//is-ilani/vestel-a-s--net-developer-2788267,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif
Python Developer,Vestel A.Þ.,"programming, engineering, management, git, software development, design, python, django, mysql",https://www.kariyer.net//is-ilani/vestel-a-s-python-developer-2788444,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif
Software Engineer,Vestel A.Þ.,"programming, engineering, management, embedded software, design, html, python, reviews, electronics, css",https://www.kariyer.net//is-ilani/vestel-a-s-software-engineer-1858716,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif
Front-End Developer,Vestel A.Þ.,"javascript, bootstrap, engineering, restful, management, git, ajax, software development, xml, html, css",https://www.kariyer.net//is-ilani/vestel-a-s-front-end-developer-2788426,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115vestel.gif
Yazýlým Mühendisi,Olgun Çelik San. Tic. A.Þ.,"linux, git",https://www.kariyer.net//is-ilani/olgun-celik-san-tic-a-s-yazilim-muhendisi-3476803,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/olguncelik_logo.gif
Yazýlým Mühendisi,KABAN MAKÝNA,"mvc, erp, sql",https://www.kariyer.net//is-ilani/kaban-makina-yazilim-muhendisi-3457561,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2665_1150071.jpg
Yazýlým Mühendisi,Ziraat Teknoloji A.Þ.,"javascript, json, restful, sql, typescript",https://www.kariyer.net//is-ilani/ziraat-teknoloji-a-s-yazilim-muhendisi-3485335,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/fintek_logo.gif
Yazýlým Mühendisi,Mesa Ýmalat San. ve Tic. A.þ.,"javascript, mvc, erp, html, css, sql",https://www.kariyer.net//is-ilani/mesa-imalat-san-ve-tic-a-s-yazilim-muhendisi-3486347,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/28221_logo.gif
Yazýlým Mühendisi (Seviye 2),Yýldýz Demir Çelik Sanayi A.Þ,"javascript, html5, java, ajax, css, sql",https://www.kariyer.net//is-ilani/yildiz-demir-celik-sanayi-a-s-yazilim-muhendisi-seviye-2-3444359,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/11704_177901.jpg
Full Stack Engineer,VARTUR EMLAK ÝNÞAAT TÝCARET LÝMÝTED ÞÝRKETÝ,"javascript, html5, programming, git, php, design, typescript",https://www.kariyer.net//is-ilani/vartur-emlak-insaat-ticaret-limited-sirketi-full-stack-engineer-3128926,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/201546_173142.jpg
Yazýlým Mühendisi,CS TECH,"opengl, design, cuda, opencl",https://www.kariyer.net//is-ilani/cs-tech-yazilim-muhendisi-3484743,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/cs-tech.gif
Yazýlým Mühendisi,LOJÝMAKS A.Þ.,"javascript, bootstrap, mvc, erp, php, xml, web services, json, css, sql",https://www.kariyer.net//is-ilani/lojimaks-a-s-yazilim-muhendisi-3483402,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/lojimaxlogo1.png
Yazýlým Mühendisi,ADM Elektrik Daðýtým Aþ.,"java, css, html",https://www.kariyer.net//is-ilani/adm-elektrik-dagitim-as-yazilim-muhendisi-3294471,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/kcuzl0l4.dca.jpg
Deneyimli Yazýlým Mühendisi,Türkiye Noterler Birliði,"java, git",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-deneyimli-yazilim-muhendisi-2050951,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif
Yazýlým Mühendisi,ABDULKADÝR ÖZCAN OTOMOTÝV LASTÝK SANVE TÝC.A.Þ.,"javascript, html5, oracle, ajax, mvc, xml, json, css",https://www.kariyer.net//is-ilani/abdulkadir-ozcan-otomotiv-lastik-sanve-tic-a-s-yazilim-muhendisi-2849395,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/aozcan_logo.gif
C# Yazýlým Mühendisi,Simsoft Bilgisayar Teknolojileri,"xamarin, wpf, dds",https://www.kariyer.net//is-ilani/simsoft-bilgisayar-teknolojileri-c-yazilim-muhendisi-2870316,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/12217.gif
Software Engineer,Nurol Kontrol ve Aviyonik Sistemleri Anonim Þirketi,"programming, engineering, management, embedded software, software development, c programming, electronics",https://www.kariyer.net//is-ilani/nurol-kontrol-ve-aviyonik-sistemleri-anonim-sirket-software-engineer-2226851,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/wtbzftqd.zlt.png
Senior Software Developer,AUSTRÝA CARD TURKEY KART OPERASYONLARI ANONÝM ÞÝRKETÝ,"java, javascript, sql",https://www.kariyer.net//is-ilani/austria-card-turkey-kart-operasyonlari-anonim-sirk-senior-software-developer-3479667,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/10153_184359.jpg
Full Stack Developer,ÇUHADAROÐLU METAL SAN. VE PAZ. A.Þ,"javascript, css, bootstrap, html, sql",https://www.kariyer.net//is-ilani/cuhadaroglu-metal-san-ve-paz-a-s-full-stack-developer-3472165,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/15623_3.gif
Yazýlým Mühendisi,Alpplas Endüstriyel Yatýrýmlar A.Þ.,"javascript, html, css, sql, typescript",https://www.kariyer.net//is-ilani/alpplas-endustriyel-yatirimlar-a-s-yazilim-muhendisi-3459068,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/19254_logo.gif
Yazýlým Mühendisi (Görüntü Ýþleme),Havelsan Teknoloji Radar (HTR),linux,https://www.kariyer.net//is-ilani/havelsan-teknoloji-radar-htr-yazilim-muhendisi-goruntu-isleme-3422435,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1969_1259661.jpg
Embedded Software Engineer,AVL Araþtýrma ve Mühendislik,"instrumentation, programming, engineering, management, git, embedded software, automotive, software development, debugging, design, research, electronics, rtos",https://www.kariyer.net//is-ilani/avl-arastirma-ve-muhendislik-embedded-software-engineer-2546229,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/17700_1111071.jpg
Embedded Software Engineer,iQmine,"health, insurance, engineering, training, courses, automotive, embedded software, software development, design, building, electronics, software architecture",https://www.kariyer.net//is-ilani/iqmine-embedded-software-engineer-3473868,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/201035_255370.jpg
Yazýlým Mühendisi,ICM Makina ve Mühendislik Ltd.Þti.,"mysql, erp, sql, oracle",https://www.kariyer.net//is-ilani/icm-makina-ve-muhendislik-ltd-sti-yazilim-muhendisi-3474767,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/icm_logo.gif
Yazýlým Mühendisi,KUASOFT Biliþim Teknolojileri A.Þ.,java,https://www.kariyer.net//is-ilani/kuasoft-bilisim-teknolojileri-a-s-yazilim-muhendisi-3474378,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/87962_210899.jpg
Software and Automation Engineer (Atmo),BOSCH SAN.TÝC.A.Þ.,"engineering, turkish, management, design, german, mechatronics, robotics, electronics, customer support",https://www.kariyer.net//is-ilani/bosch-san-tic-a-s-software-and-automation-engineer-atmo-3469568,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/boschisitma_logo.gif
Yazýlým Mühendisi,Ayesaþ,"java, linux, opengl",https://www.kariyer.net//is-ilani/ayesas-yazilim-muhendisi-2493758,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115_238252.jpg
Yazýlým Uzmaný (.Net),KAYAPORT TEKNOLOJÝ HÝZM. SAN. VE TÝC. A.Þ.,"mvc, git, xml, web services, linq, json, sql",https://www.kariyer.net//is-ilani/kayaport-teknoloji-hizm-san-ve-tic-a-s-yazilim-uzmani-net-3489856,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/158474_215212.jpg
Yazýlým Ekip Lideri,Uyar Holding,"java, python",https://www.kariyer.net//is-ilani/uyar-holding-yazilim-ekip-lideri-3461856,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1277_1340711.jpg
Yazýlým Mühendisi,RST Uzaktan Algýlama,linux,https://www.kariyer.net//is-ilani/rst-uzaktan-algilama-yazilim-muhendisi-3467675,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2myvdbv0.uuk.jpg
Software & Automation Engineer,BOSCH TERMOTEKNÝK SAN.TÝC.A.Þ.,"delphi, engineering, management, project management, technical support, design, labview, mechatronics, spark, manufacturing, electronics, sql, assembly",https://www.kariyer.net//is-ilani/bosch-termoteknik-san-tic-a-s-software-automation-engineer-3467670,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/boschisitma_logo.gif
Yazýlým Mühendisi (.Net),Türkiye Noterler Birliði,"mvc, design, css, html",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-net-3115277,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif
Yazýlým Mühendisi (Java / Backend / Devsecops),Türkiye Noterler Birliði,"java, linux",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-java-backend-devsecops-3385414,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif
Yazýlým Mühendisi (Java),Türkiye Noterler Birliði,java,https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-java-1986200,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif
Yazýlým Mühendisi (Angular),Türkiye Noterler Birliði,"javascript, html5, restful, sharepoint, css, typescript",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-yazilim-muhendisi-angular-3406652,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif
Software Engineer,SELTEK MAKÝNA MÜHENDÝSLÝK MÜMESSÝLLÝK TAAHHÜT SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,"health, insurance, engineering, management, coding, scrum, git, software development, design, reviews, compliance, debugging, wpf, medical",https://www.kariyer.net//is-ilani/seltek-makina-muhendislik-mumessillik-taahhut-sana-software-engineer-3464166,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/193423_197151.jpg
Mobile Developer 'Digital Channels',Yapý Kredi,"engineering, java, git, software development, android, design, swift",https://www.kariyer.net//is-ilani/yapi-kredi-mobile-developer-digital-channels-3382638,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2108_251003.jpg
Full Stack Web Developer 'Digital Channels',Yapý Kredi,"javascript, engineering, java, git, design, html, oracle",https://www.kariyer.net//is-ilani/yapi-kredi-full-stack-web-developer-digital-channels-3382630,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2108_251003.jpg
Yazýlým Geliþtirme Uzmaný,Sistaþ Sayýsal Ýletiþim San. ve Tic. A.Þ.,"java, git, python",https://www.kariyer.net//is-ilani/sistas-sayisal-iletisim-san-ve-tic-a-s-yazilim-gelistirme-uzmani-1849095,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/sistassa_logo.gif
PHP Full Stack Developer,INC DANIÞMANLIK,"laravel, mvc, git, php, mysql",https://www.kariyer.net//is-ilani/inc-danismanlik-php-full-stack-developer-3155832,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/137171_217020.jpg
Yazýlým Mühendisi,Pratik Aday Servisi,"redis, cassandra, elasticsearch, restful",https://www.kariyer.net//is-ilani/pratik-aday-servisi-yazilim-muhendisi-3463075,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/171866_188313.jpg
Uygulama Yazýlým Mühendisi,Lentatek Uzay Havacýlýk ve Teknoloji A.Þ.,"java, linux, sql",https://www.kariyer.net//is-ilani/lentatek-uzay-havacilik-ve-teknoloji-a-s-uygulama-yazilim-muhendisi-3096989,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1115_229865.jpg
Yazýlým Mühendisi,Abdioðullarý Plastik ve Ambalaj Sanayi A.Þ.,"javascript, microsoft, mvc, erp, microsoft sql server, dart, linq, sql",https://www.kariyer.net//is-ilani/abdiogullari-plastik-ve-ambalaj-sanayi-a-s-yazilim-muhendisi-3112746,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/abdioðullarýlogo2.jpg
Power System Software Engineer,Siemens,"programming, engineering, git, software development, fortran, energy, german, delivery, research, electrical engineering, reviews, manufacturing",https://www.kariyer.net//is-ilani/siemens-power-system-software-engineer-3382256,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1017_247932.jpg
Java Yazýlým Uzmaný,Türkiye Finans Katýlým Bankasý,"java, redis, elasticsearch",https://www.kariyer.net//is-ilani/turkiye-finans-katilim-bankasi-java-yazilim-uzmani-2822158,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4594_251191.jpg
Senior Java Developer,NTT DATA Business Solutions Turkiye,"javascript, java, management, project management, mvc, scrum, sap, design, delivery, research, test automation, web services, sql, typescript",https://www.kariyer.net//is-ilani/ntt-data-business-solutions-turkiye-senior-java-developer-3182800,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4753_252214.jpg
Java Yazýlým Uzmaný,Fonet Bilgi Teknolojileri A.Þ.,"javascript, java, redis, html, css, sql",https://www.kariyer.net//is-ilani/fonet-bilgi-teknolojileri-a-s-java-yazilim-uzmani-3457439,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/fonetyazilim_logo.gif
Senior Cloud Software Engineer (Fullstack Java),Airties,"java, j2ee, redis, php, python, postgresql, mysql, cassandra, hbase",https://www.kariyer.net//is-ilani/airties-senior-cloud-software-engineer-fullstack-java-3373812,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5620_197120.jpg
Kýdemli Java Yazýlým Uzmaný,EMPATÝK ÝNSAN KAYNAKLARI EÐÝTÝM VE DANIÞMANLIK LT,"apache, java, mvc, git, redis, linux",https://www.kariyer.net//is-ilani/empatik-insan-kaynaklari-egitim-ve-danismanlik-lt-kidemli-java-yazilim-uzmani-3332341,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/52830_1143491.png
Java Yazýlým Uzmaný,Yurtiçi Kargo Servisi A.Þ.,"oracle, java, postgresql, unix, sql",https://www.kariyer.net//is-ilani/yurtici-kargo-servisi-a-s-java-yazilim-uzmani-3153858,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/yurticikargo.png
Java Yazýlým Uzmaný,Gizli Firma,"oracle, java, postgresql, unix, sql",https://www.kariyer.net//is-ilani/gizli-firma-java-yazilim-uzmani-2486169,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/yurticikargo.png
Java Yazýlým Uzmaný,EBG Biliþim Teknolojileri ve Hizmetleri A.Þ.,java,https://www.kariyer.net//is-ilani/ebg-bilisim-teknolojileri-ve-hizmetleri-a-s-java-yazilim-uzmani-3353822,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/31064_logo.gif
Java Yazýlým Uzmaný,AKGÜN BÝLGÝSAYAR PROGRAM VE HÝZMETLERÝ SANAYÝ TÝCARET ANONÝM ÞÝRKETÝ,"java, j2ee, git, oracle",https://www.kariyer.net//is-ilani/akgun-bilgisayar-program-ve-hizmetleri-sanayi-tica-java-yazilim-uzmani-3471080,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/akgunbil_logo.gif
Java Developer,Omuz Omuza Engelsiz Ýnsan Kaynaklarý,java,https://www.kariyer.net//is-ilani/omuz-omuza-engelsiz-insan-kaynaklari-java-developer-2496843,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/omuzomuza.gif
Java Developer (Hybrid/Home Office),AgeSA Hayat ve Emeklilik A.Þ.,"java, javascript, oracle",https://www.kariyer.net//is-ilani/agesa-hayat-ve-emeklilik-a-s-java-developer-hybrid-home-office-3362811,
Java Yazýlým Geliþtirme Uzmaný,BAÞARI MOBÝLE BÝLÝÞÝM ÜRÜNLERÝ VE HÝZMETLERÝ A.Þ.,"javascript, html5, bootstrap, java, git, postgresql, oracle",https://www.kariyer.net//is-ilani/basari-mobile-bilisim-urunleri-ve-hizmetleri-a-s-java-yazilim-gelistirme-uzmani-3462669,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/basari_logo.gif
Kýdemli Java Yazýlým Uzmaný,KRM  OZEL ISTIHDAM HIZMETLERI LTD STI,"apache, java, subversion, jsp, red hat, oracle",https://www.kariyer.net//is-ilani/krm-ozel-istihdam-hizmetleri-ltd-sti-kidemli-java-yazilim-uzmani-3334950,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1111_217127.jpg
Junior Java Developer,METASÝS TEKNOLOJÝ TÝCARET LTD. ÞTÝ.,"programming, engineering, java, design, compliance, sql",https://www.kariyer.net//is-ilani/metasis-teknoloji-ticaret-ltd-sti-junior-java-developer-2974412,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/22437_logo.gif
Java Yazýlým Uzmaný,Mirsis Bilgi Teknolojileri A.Þ.,"java, javascript, design, oracle",https://www.kariyer.net//is-ilani/mirsis-bilgi-teknolojileri-a-s-java-yazilim-uzmani-3420899,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/19728_252243.jpg
Java Yazýlým Uzmaný,Agito Bilgisayar Yazýlým ve Danýþmanlýk Hizmetleri Anonim Þirketi,"java, mvc, css, html",https://www.kariyer.net//is-ilani/agito-bilgisayar-yazilim-ve-danismanlik-hizmetleri-java-yazilim-uzmani-3313546,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/7517_255141.jpg
Senior Java Developer,SteelOrbis Elektronik Pazaryeri A.Þ,"insurance, java, scrum, git, sql, medical",https://www.kariyer.net//is-ilani/steelorbis-elektronik-pazaryeri-a-s-senior-java-developer-3402234,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/steelorbis_logo.gif
Java Yazýlým Uzmaný,DILIGEN TEKNOLOJÝ ULUSLARARASI BÝLÝÞÝM VE ÝLETÝÞÝMÝ TEKNOLOJÝLERÝ ARGE DANIÞMANLIK DE,"oracle, html5, apache, bootstrap, java, scrum, git, design, jsp, mysql, linux, css",https://www.kariyer.net//is-ilani/diligen-teknoloji-uluslararasi-bilisim-ve-iletisim-java-yazilim-uzmani-2684939,
Java Yazýlým Uzmaný,Manpower,"javascript, java, git, redis, elasticsearch, typescript",https://www.kariyer.net//is-ilani/manpower-java-yazilim-uzmani-3442946,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/manpower_logo4.gif
Oracle - Uzman Yazýlým Mimarý,Aktek Biliþim,"oracle, sql",https://www.kariyer.net//is-ilani/aktek-bilisim-oracle-uzman-yazilim-mimari-3016163,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/18170_logo.gif
Frontend Software Development Engineer...,Siemens,manufacturing,https://www.kariyer.net//is-ilani/siemens-frontend-software-development-engineer-3407662,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1017_247932.jpg
ASP.NET Yazýlým Mühendisi,Ante Grup Biliþim Ticaret A.Þ.,"javascript, html5, mvc, design, xml, restful, typescript",https://www.kariyer.net//is-ilani/ante-grup-bilisim-ticaret-a-s-asp-net-yazilim-muhendisi-3461658,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/37730_203480.jpg
Yazýlým Danýþmaný,KARTEK KART VE BÝLÝÞÝM TEKNOLOJÝLERÝ TÝC.A.Þ.,"javascript, programming, engineering, java, management, git, software development, redis, design, elasticsearch, typescript",https://www.kariyer.net//is-ilani/kartek-kart-ve-bilisim-teknolojileri-tic-a-s-yazilim-danismani-3489668,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/22446_162281.jpg
Yazýlým Danýþmaný,KARTEK KART VE BÝLÝÞÝM TEKNOLOJÝLERÝ TÝC.A.Þ.,"oracle, programming, engineering, management, git, software development, redis, design, elasticsearch",https://www.kariyer.net//is-ilani/kartek-kart-ve-bilisim-teknolojileri-tic-a-s-yazilim-danismani-3489697,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/22446_162281.jpg
Yazýlým Danýþmaný,Bimser Çözüm Yazýlým Tic.A.Þ.,"oracle, html5, engineering, mathematics, turkish, java, coding, design, linux, css, sql",https://www.kariyer.net//is-ilani/bimser-cozum-yazilim-tic-a-s-yazilim-danismani-3447541,
Yazýlým Geliþtirme Mühendisi,Anatolia Taný ve Biyoteknoloji Ürünleri Ar-Ge San.,"biotechnology, embedded software, software development, design, manufacturing, debugging",https://www.kariyer.net//is-ilani/anatolia-tani-ve-biyoteknoloji-urunleri-ar-ge-san-yazilim-gelistirme-muhendisi-3462138,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/25789_logo.gif
Yazýlým Geliþtirme Uzmaný,BERDAN CIVATA ENERJÝ ÝMALAT SAVUNMA SANAYÝ VE LABORATUVAR HÝZ.TÝC.A.Þ.,"microsoft, delphi, erp, sql",https://www.kariyer.net//is-ilani/berdan-civata-enerji-imalat-savunma-sanayi-ve-labo-yazilim-gelistirme-uzmani-3491669,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/berdanma_logo.gif
.Net Developer,Wyser,"management, time management, energy, estonian, russian",https://www.kariyer.net//is-ilani/wyser--net-developer-3379744,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/83658_203517.jpg
Senior RPA Software Developer,Unite Bilgi Teknolojileri,"programming, engineering, training, sales, artificial intelligence, design, machine learning, robotics, business analysis",https://www.kariyer.net//is-ilani/unite-bilgi-teknolojileri-senior-rpa-software-developer-3457369,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2522_199175.jpg
Senior Backend Developer (.Net Core),ARABAM.COM,"engineering, coding, courses, redis, design, python, elasticsearch",https://www.kariyer.net//is-ilani/arabam-com-senior-backend-developer-net-core-3481010,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/arabalogo.jpg
Software Developer,EchoCCS,"javascript, sql, typescript",https://www.kariyer.net//is-ilani/echoccs-software-developer-3466238,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/15507_199094.jpg
Yazýlým Geliþtirme Mühendisi,Acme Holding,"java, management, erp, python, sql",https://www.kariyer.net//is-ilani/acme-holding-yazilim-gelistirme-muhendisi-3464430,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/acme holding.jpg
Yazýlým Uzmaný (.Net),KAYAPORT TEKNOLOJÝ HÝZM. SAN. VE TÝC. A.Þ.,"mvc, git, xml, web services, linq, json, sql",https://www.kariyer.net//is-ilani/kayaport-teknoloji-hizm-san-ve-tic-a-s-yazilim-uzmani-net-3489856,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/158474_215212.jpg
Yazýlým Geliþtirme Mühendisi,BÝRÝKÝM PÝLLERÝ BATARYA TEKNOLOJÝLERÝ ANONÝM ÞÝRKETÝ,"javascript, restful, erp, cold fusion, php, html, xml, json, css",https://www.kariyer.net//is-ilani/birikim-pilleri-batarya-teknolojileri-anonim-sirke-yazilim-gelistirme-muhendisi-3459994,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/53698_logo.gif
Aý-Ml Engineer,Pratik Aday Servisi,"data science, programming, visualization, artificial intelligence, design, machine learning, python, natural language, azure",https://www.kariyer.net//is-ilani/pratik-aday-servisi-ai-ml-engineer-3480543,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/171866_188313.jpg
SW Developer,BÝLGE BÝLGÝSAYAR YAZILIM DONANIM SAN. TÝC. LTD. Þ,"javascript, engineering, software development, design, postgresql, sql",https://www.kariyer.net//is-ilani/bilge-bilgisayar-yazilim-donanim-san-tic-ltd-s-sw-developer-3374878,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/41754_175980.jpg
